headword,pos,definition,examples,synonyms
pluralize,verb,mark with a grammatical morpheme that indicates plural [verb.communication],"How do speakers pluralize nouns in Japanese? | ""How do speakers pluralize nouns in Japanese?""",pluralise
ply,verb,"give what is desired or needed, especially support, food or sustenance [verb.consumption] | apply oneself diligently [verb.social] | travel a route regularly [verb.motion] | join together as by twisting, weaving, or molding [verb.contact] | wield vigorously [verb.contact] | use diligently [verb.consumption]","The hostess provided lunch for all the guests | ""The hostess provided lunch for all the guests"" | Ply one's trade | ""Ply one's trade"" | Ships ply the waters near the coast","provide, supply, cater, run"
poach,verb,hunt illegally [verb.competition] | cook in a simmering liquid [verb.change],"people are poaching elephants for their ivory | ""people are poaching elephants for their ivory"" | poached apricots | ""poached apricots""",
pock,verb,mark with a scar [verb.contact],"The skin disease scarred his face permanently | ""The skin disease scarred his face permanently""","scar, mark, pit"
pocket,verb,put in one's pocket [verb.possession] | take unlawfully [verb.possession],"He pocketed the change | ""He pocketed the change""",bag
pockmark,verb,mark with or as if with pockmarks [verb.contact],"Her face was pockmarked by the disease | ""Her face was pockmarked by the disease""",
pod,verb,"take something out of its shell or pod [verb.change] | produce pods, of plants [verb.body]","pod peas or beans | ""pod peas or beans""",
podcast,verb,distribute (multimedia files) over the internet for playback on a mobile device or a personal computer [verb.communication],,
poetise,verb,compose verses or put into verse [verb.creation],"He versified the ancient saga | ""He versified the ancient saga""","verse, versify, poetize"
poetize,verb,compose verses or put into verse [verb.creation],"He versified the ancient saga | ""He versified the ancient saga""","verse, versify, poetise"
point,verb,"indicate a place, direction, person, or thing [verb.communication] | be oriented [verb.stative] | direct into a position for use [verb.competition] | be a signal for or a symptom of [verb.communication] | sail close to the wind [verb.motion] | mark (Hebrew words) with diacritics [verb.contact] | mark with diacritics [verb.contact] | mark (a psalm text) to indicate the points at which the music changes [verb.contact] | be positionable in a specified manner [verb.competition] | intend (something) to move towards a certain goal [verb.competition] | indicate the presence of (game) by standing and pointing with the muzzle [verb.communication] | give a point to [verb.change] | repair the joints of bricks [verb.change]","I showed the customer the glove section | He pointed to the empty parking space | he indicated his opponents | either spatially or figuratively | ""I showed the customer the glove section""","indicate, designate, show, orient, charge, level, bespeak, betoken, signal, luff, target, aim, place, direct, sharpen, taper, repoint"
point jam,verb,jam a narrow band of frequencies [verb.communication],"We can counter point-jamming effectively | ""We can counter point-jamming effectively""",
point out,verb,make or write a comment on [verb.communication] | point out carefully and clearly [verb.communication] | present and urge reasons in opposition [verb.communication],"he commented the paper of his colleague | ""he commented the paper of his colleague""","comment, notice, remark, signalize, signalise, call attention, remonstrate"
point the way,verb,indicate the right path or direction [verb.communication],"The sign pointed the way to London | ""The sign pointed the way to London""",
point up,verb,"emphasize, especially by identification [verb.communication]","This novel points up the racial problems in England | ""This novel points up the racial problems in England""",
poise,verb,"be motionless, in suspension [verb.motion] | prepare (oneself) for something unpleasant or difficult [verb.emotion] | cause to be balanced or suspended [verb.contact] | hold or carry in equilibrium [verb.contact]","The bird poised for a few moments before it attacked | ""The bird poised for a few moments before it attacked""","brace, balance"
poison,verb,spoil as if by poison [verb.social] | kill with poison [verb.contact] | add poison to [verb.change] | kill by its poison [verb.contact] | administer poison to [verb.body],"poison someone's mind | poison the atmosphere in the office | ""poison someone's mind"" | ""poison the atmosphere in the office"" | She poisoned her husband",envenom
poke,verb,"poke or thrust abruptly [verb.contact] | search or inquire in a meddlesome way [verb.perception] | stir by poking [verb.contact] | hit hard with the hand, fist, or some heavy instrument [verb.contact] | make a hole by poking [verb.contact]","he jabbed his finger into her ribs | ""he jabbed his finger into her ribs"" | This guy is always nosing around the office | ""This guy is always nosing around the office"" | poke the embers in the fireplace","jab, prod, stab, dig, intrude, horn in, pry, nose, thump, pound"
poke at,verb,to push against gently [verb.contact],"She nudged my elbow when she saw her friend enter the restaurant | ""She nudged my elbow when she saw her friend enter the restaurant""","nudge, prod"
poke fun,verb,subject to laughter or ridicule [verb.communication],"The satirists ridiculed the plans for a new opera house | The students poked fun at the inexperienced teacher | His former students roasted the professor at his 60th birthday | ""The satirists ridiculed the plans for a new opera house"" | ""The students poked fun at the inexperienced teacher""","ridicule, roast, guy, blackguard, laugh at, jest at, rib, make fun"
poke into,verb,enter briefly [verb.contact] | examine physically with or as if with a probe [verb.contact],"We poked into the bar | ""We poked into the bar"" | probe an anthill | ""probe an anthill""","probe, dig into"
poke out,verb,reach outward in space [verb.stative],"The awning extends several feet over the sidewalk | ""The awning extends several feet over the sidewalk""","extend, reach out"
polarise,verb,cause to vibrate in a definite pattern [verb.change] | cause to concentrate about two conflicting or contrasting positions [verb.change] | become polarized in a conflict or contrasting situation [verb.change],"polarize light waves | ""polarize light waves""",polarize
polarize,verb,cause to vibrate in a definite pattern [verb.change] | cause to concentrate about two conflicting or contrasting positions [verb.change] | become polarized in a conflict or contrasting situation [verb.change],"polarize light waves | ""polarize light waves""",polarise
pole,verb,propel with a pole [verb.contact] | support on poles [verb.contact] | deoxidize molten metals by stirring them with a wooden pole [verb.change],"pole barges on the river | We went punting in Cambridge | ""pole barges on the river"" | ""We went punting in Cambridge"" | pole climbing plants like beans",punt
poleax,verb,fell with or as if with a poleax [verb.contact],,poleaxe
poleaxe,verb,fell with or as if with a poleax [verb.contact],,poleax
polemicise,verb,engage in a controversy [verb.communication],"The two historians polemicized for years | ""The two historians polemicized for years""","polemize, polemise, polemicize"
