headword,pos,definition,examples,synonyms
koch,noun,German bacteriologist who isolated the anthrax bacillus and the tubercle bacillus and the cholera bacillus (1843-1910) [noun.person],,Robert Koch
kochia,noun,summer cypress [noun.plant],,"Bassia, genus Bassia, genus Kochia"
kochia scoparia,noun,densely branched Eurasian plant [noun.plant],foliage turns purple-red in autumn,"summer cypress, burning bush, fire bush, fire-bush, belvedere, Bassia scoparia"
kodiak,noun,an island off southern Alaska in the Gulf of Alaska [noun.object] | brown bear of coastal Alaska and British Columbia [noun.animal],site of the first European settlement in the area which was founded by the Russians in 1784,"Kodiak Island, Alaskan brown bear, Kodiak bear, Ursus middendorffi, Ursus arctos middendorffi"
kodiak bear,noun,brown bear of coastal Alaska and British Columbia [noun.animal],,"Alaskan brown bear, Kodiak, Ursus middendorffi, Ursus arctos middendorffi"
kodiak island,noun,an island off southern Alaska in the Gulf of Alaska [noun.object],site of the first European settlement in the area which was founded by the Russians in 1784,Kodiak
koellia,noun,American mountain mint [noun.plant],,"Pycnanthemum, genus Pycnanthemum, genus Koellia"
koestler,noun,British writer (born in Hungary) who wrote a novel exposing the Stalinist purges during the 1930s (1905-1983) [noun.person],,Arthur Koestler
kogia,noun,pygmy sperm whales [noun.animal],,genus Kogia
kogia breviceps,noun,small sperm whale of warm waters of both coasts of North America [noun.animal],,pygmy sperm whale
kogia simus,noun,very small (to 8 feet) sperm whale of central coasts of Atlantic and Pacific [noun.animal],,dwarf sperm whale
kohl,noun,a cosmetic preparation used by women in Egypt and Arabia to darken the edges of their eyelids [noun.artifact],,
kohleria,noun,shrubby herb cultivated for their soft velvety foliage and showy scarlet flowers [noun.plant],,
kohlrabi,noun,plant cultivated for its enlarged fleshy turnip-shaped edible stem [noun.plant] | fleshy turnip-shaped edible stem of the kohlrabi plant [noun.food],,"Brassica oleracea gongylodes, turnip cabbage"
koine,noun,a Greek dialect that flourished under the Roman Empire [noun.communication] | a common language used by speakers of different languages [noun.communication],"Koine is a dialect of ancient Greek that was the lingua franca of the empire of Alexander the Great and was widely spoken throughout the eastern Mediterranean area in Roman times | ""Koine is a dialect of ancient Greek that was the lingua franca of the empire of Alexander the Great and was widely spoken throughout the eastern Mediterranean area in Roman times""","lingua franca, interlanguage"
koinonia,noun,Christian fellowship or communion with God or with fellow Christians [noun.group],said in particular of the early Christian community,
kok-saghyz,noun,perennial dandelion native to Kazakhstan cultivated for its fleshy roots that have high rubber content [noun.plant],,"Russian dandelion, kok-sagyz, Taraxacum kok-saghyz"
kok-sagyz,noun,perennial dandelion native to Kazakhstan cultivated for its fleshy roots that have high rubber content [noun.plant],,"Russian dandelion, kok-saghyz, Taraxacum kok-saghyz"
kokka,noun,the branch of Shinto recognized as the official state religion of Japan [noun.group],,Kokka Shinto
kokka shinto,noun,the branch of Shinto recognized as the official state religion of Japan [noun.group],,Kokka
kokoi venom,noun,a potent neurotoxin found in a particular frog [noun.substance],,
kol nidre,noun,the opening prayer on the eve of Yom Kippur [noun.communication],,
kola,noun,tree bearing large brown nuts containing e.g. caffeine [noun.plant] | a Chadic language spoken south of Lake Chad [noun.communication],source of cola extract,"kola nut, kola nut tree, goora nut, Cola acuminata, Daba, Musgoi"
kola nut,noun,bitter brown seed containing caffein [noun.plant] | tree bearing large brown nuts containing e.g. caffeine [noun.plant],source of cola extract,"cola nut, kola, kola nut tree, goora nut, Cola acuminata"
kola nut tree,noun,tree bearing large brown nuts containing e.g. caffeine [noun.plant],source of cola extract,"kola, kola nut, goora nut, Cola acuminata"
kola peninsula,noun,a peninsula in northwestern Russia projecting eastward between the Barents Sea and the White Sea [noun.location],,
kolam,noun,a member of a formerly tribal people now living in south central India [noun.person],,
kolami,noun,the Dravidian language spoken by the Kolam in central India [noun.communication],,
kolkata,noun,the largest city in India and one of the largest cities in the world [noun.location],located in eastern India | suffers from poverty and overcrowding,Calcutta
kolkhoz,noun,a collective farm owned by the communist state [noun.group],,
kolkhoznik,noun,a member of a kolkhoz [noun.person],,
kolkwitzia,noun,Chinese genus of 1 species: beauty bush [noun.plant],,genus Kolkwitzia
kolkwitzia amabilis,noun,Chinese deciduous shrub with yellow-throated pinkish flowers and bristly fruit [noun.plant],often cultivated as an ornamental,beauty bush
koln,noun,a commercial center and river port in western Germany on the Rhine River [noun.location],flourished during the 15th century as a member of the Hanseatic League,Cologne
kolonia,noun,capital of Micronesia [noun.location],,
komi,noun,a member of a Finnish people living in the northwestern Urals in Russia [noun.person] | the Finnic language spoken by the Komi [noun.communication],,Zyrian
komodo dragon,noun,the largest lizard in the world (10 feet) [noun.animal],found on Indonesian islands,"Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis"
komodo lizard,noun,the largest lizard in the world (10 feet) [noun.animal],found on Indonesian islands,"Komodo dragon, dragon lizard, giant lizard, Varanus komodoensis"
komondor,noun,Hungarian breed of large powerful shaggy-coated white dog [noun.animal],used also as guard dog,
kon tiki,noun,a light raft made of balsa [noun.artifact],,balsa raft
konakri,noun,a port and the capital of Guinea [noun.location],,"Conakry, capital of Guinea"
kong the master,noun,Chinese philosopher whose ideas and sayings were collected after his death and became the basis of a philosophical doctrine known a Confucianism (circa 551-478 BC) [noun.person],,"Confucius, Kongfuze, K'ung Futzu"
kongfuze,noun,Chinese philosopher whose ideas and sayings were collected after his death and became the basis of a philosophical doctrine known a Confucianism (circa 551-478 BC) [noun.person],,"Confucius, K'ung Futzu, Kong the Master"
kongo,noun,the Bantu language spoken by the Kongo living in the tropical forests of Zaire and Congo and Angola [noun.communication],,
konini,noun,erect deciduous shrub or tree to 10 feet with maroon flowers [noun.plant],New Zealand,"tree fuchsia, native fuchsia, Fuchsia excorticata"
konoe,noun,Japanese statesman who set Japan's expansionist policies and formed an alliance with Germany and Italy (1891-1945) [noun.person],,"Fumimaro Konoe, Prince Fumimaro Konoe, Konoye, Fumimaro Konoye, Prince Fumimaro Konoye"
konoye,noun,Japanese statesman who set Japan's expansionist policies and formed an alliance with Germany and Italy (1891-1945) [noun.person],,"Konoe, Fumimaro Konoe, Prince Fumimaro Konoe, Fumimaro Konoye, Prince Fumimaro Konoye"
konqueror,noun,a freeware browser for Linux [noun.communication],,
konrad adenauer,noun,German statesman [noun.person],chancellor of West Germany (1876-1967),Adenauer
konrad lorenz,noun,Austrian zoologist who studied the behavior of birds and emphasized the importance of innate as opposed to learned behaviors (1903-1989) [noun.person],,"Lorenz, Konrad Zacharias Lorenz"
konrad von gesner,noun,Swiss naturalist who was one of the founders of modern zoology (1516-1565) [noun.person],,Gesner
konrad zacharias lorenz,noun,Austrian zoologist who studied the behavior of birds and emphasized the importance of innate as opposed to learned behaviors (1903-1989) [noun.person],,"Lorenz, Konrad Lorenz"
konstantin sergeevich alekseev,noun,Russian actor and theater director who trained his actors to emphasize the psychological motivation of their roles (1863-1938) [noun.person],,"Stanislavsky, Konstantin Stanislavsky, Konstantin Sergeyevich Stanislavsky"
konstantin sergeyevich stanislavsky,noun,Russian actor and theater director who trained his actors to emphasize the psychological motivation of their roles (1863-1938) [noun.person],,"Stanislavsky, Konstantin Stanislavsky, Konstantin Sergeevich Alekseev"
konstantin stanislavsky,noun,Russian actor and theater director who trained his actors to emphasize the psychological motivation of their roles (1863-1938) [noun.person],,"Stanislavsky, Konstantin Sergeyevich Stanislavsky, Konstantin Sergeevich Alekseev"
koodoo,noun,either of two spiral-horned antelopes of the African bush [noun.animal],,"kudu, koudou"
kook,noun,someone regarded as eccentric or crazy and standing out from a group [noun.person],,"odd fellow, odd fish, queer bird, queer duck, odd man out"
kookaburra,noun,Australian kingfisher having a loud cackling cry [noun.animal],,"laughing jackass, Dacelo gigas"
koopmans,noun,United States economist (born in the Netherlands) (1910-1985) [noun.person],,"Tjalling Koopmans, Tjalling Charles Koopmans"
kopeck,noun,100 kopecks equal 1 ruble in Russia [noun.quantity],,"kopek, copeck"
kopek,noun,100 kopecks equal 1 ruble in Russia [noun.quantity],,"kopeck, copeck"
kopiyka,noun,100 kopiykas equal 1 hryvnia in Ukraine [noun.quantity],,
kopje,noun,a small hill rising up from the African veld [noun.object],,koppie
koplik's spots,noun,small red spots with white centers found on the mucous membranes of the mouth and tongue [noun.state],symptom of measles that appears one or two days before the measles rash appears,
koppie,noun,a small hill rising up from the African veld [noun.object],,kopje
kor,noun,an ancient Hebrew unit of capacity equal to 10 baths or 10 ephahs [noun.quantity],,homer
